	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
358028	Switzerland/SO-ETHZ-390201/2020	EPI_ISL_728912	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358029	Switzerland/SO-ETHZ-390209/2020	EPI_ISL_728786	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358030	Switzerland/SO-ETHZ-390227/2020	EPI_ISL_721689	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358031	Switzerland/SO-ETHZ-390228/2020	EPI_ISL_721690	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358032	Switzerland/SO-ETHZ-390229/2020	EPI_ISL_721888	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358033	Switzerland/SO-ETHZ-390333/2020	EPI_ISL_721889	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358034	Switzerland/SO-ETHZ-390334/2020	EPI_ISL_721890	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358035	Switzerland/SO-ETHZ-390335/2020	EPI_ISL_721891	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358036	Switzerland/SO-ETHZ-390336/2020	EPI_ISL_721892	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358037	Switzerland/SO-ETHZ-390339/2020	EPI_ISL_721893	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358038	Switzerland/SO-ETHZ-390340/2020	EPI_ISL_721894	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358039	Switzerland/SO-ETHZ-390341/2020	EPI_ISL_721895	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358040	Switzerland/SO-ETHZ-390342/2020	EPI_ISL_721896	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358041	Switzerland/SO-ETHZ-400012/2020	EPI_ISL_728902	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358042	Switzerland/SO-ETHZ-400013/2020	EPI_ISL_729013	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358043	Switzerland/SO-ETHZ-400014/2020	EPI_ISL_728887	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358044	Switzerland/SO-ETHZ-400015/2020	EPI_ISL_728890	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358045	Switzerland/SO-ETHZ-400016/2020	EPI_ISL_728949	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358046	Switzerland/SO-ETHZ-400017/2020	EPI_ISL_729023	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358047	Switzerland/SO-ETHZ-400018/2020	EPI_ISL_729027	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358048	Switzerland/SO-ETHZ-400040/2020	EPI_ISL_729100	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358049	Switzerland/SO-ETHZ-400042/2020	EPI_ISL_729102	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358050	Switzerland/SO-ETHZ-400043/2020	EPI_ISL_729103	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358051	Switzerland/SO-ETHZ-400044/2020	EPI_ISL_728835	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358052	Switzerland/SO-ETHZ-400046/2020	EPI_ISL_729105	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358053	Switzerland/SO-ETHZ-400047/2020	EPI_ISL_729106	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358054	Switzerland/SO-ETHZ-400048/2020	EPI_ISL_729107	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358055	Switzerland/SO-ETHZ-400050/2020	EPI_ISL_729108	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358056	Switzerland/SO-ETHZ-400098/2020	EPI_ISL_729142	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358057	Switzerland/SO-ETHZ-400106/2020	EPI_ISL_729148	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358058	Switzerland/SO-ETHZ-400294/2020	EPI_ISL_729061	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358059	Switzerland/SO-ETHZ-400296/2020	EPI_ISL_729062	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358060	Switzerland/SO-ETHZ-400297/2020	EPI_ISL_729156	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358061	Switzerland/SO-ETHZ-400298/2020	EPI_ISL_729063	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358062	Switzerland/SO-ETHZ-400299/2020	EPI_ISL_729157	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358063	Switzerland/SO-ETHZ-400300/2020	EPI_ISL_729158	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358064	Switzerland/SO-ETHZ-400301/2020	EPI_ISL_729159	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358065	Switzerland/SO-ETHZ-400302/2020	EPI_ISL_729160	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358066	Switzerland/SO-ETHZ-400303/2020	EPI_ISL_729050	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358067	Switzerland/SO-ETHZ-400305/2020	EPI_ISL_729161	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358068	Switzerland/SO-ETHZ-400307/2020	EPI_ISL_729162	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358069	Switzerland/SO-ETHZ-400308/2020	EPI_ISL_729163	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358070	Switzerland/SO-ETHZ-400309/2020	EPI_ISL_729164	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358071	Switzerland/SO-ETHZ-410037/2020	EPI_ISL_737456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358072	Switzerland/SO-ETHZ-410039/2020	EPI_ISL_737785	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358073	Switzerland/SO-ETHZ-410048/2020	EPI_ISL_737786	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358074	Switzerland/SO-ETHZ-410049/2020	EPI_ISL_737535	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358075	Switzerland/SO-ETHZ-410050/2020	EPI_ISL_737603	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358076	Switzerland/SO-ETHZ-410051/2020	EPI_ISL_737515	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358077	Switzerland/SO-ETHZ-410058/2020	EPI_ISL_737787	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358078	Switzerland/SO-ETHZ-410059/2020	EPI_ISL_737788	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358079	Switzerland/SO-ETHZ-410060/2020	EPI_ISL_737789	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358080	Switzerland/SO-ETHZ-410061/2020	EPI_ISL_737790	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358081	Switzerland/SO-ETHZ-410069/2020	EPI_ISL_737539	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358082	Switzerland/SO-ETHZ-410070/2020	EPI_ISL_737590	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358083	Switzerland/SO-ETHZ-410071/2020	EPI_ISL_737791	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358084	Switzerland/SO-ETHZ-410073/2020	EPI_ISL_737501	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358085	Switzerland/SO-ETHZ-410074/2020	EPI_ISL_737485	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358086	Switzerland/SO-ETHZ-410075/2020	EPI_ISL_737399	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358087	Switzerland/SO-ETHZ-410078/2020	EPI_ISL_737416	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358088	Switzerland/SO-ETHZ-410102/2020	EPI_ISL_737510	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358089	Switzerland/SO-ETHZ-410120/2020	EPI_ISL_737619	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358090	Switzerland/SO-ETHZ-410121/2020	EPI_ISL_737433	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358091	Switzerland/SO-ETHZ-410122/2020	EPI_ISL_737792	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358092	Switzerland/SO-ETHZ-410129/2020	EPI_ISL_737793	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358093	Switzerland/SO-ETHZ-410143/2020	EPI_ISL_737620	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358094	Switzerland/SO-ETHZ-410158/2020	EPI_ISL_737429	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358095	Switzerland/SO-ETHZ-410159/2020	EPI_ISL_737794	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358096	Switzerland/SO-ETHZ-410162/2020	EPI_ISL_737578	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358097	Switzerland/SO-ETHZ-410163/2020	EPI_ISL_737482	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358098	Switzerland/SO-ETHZ-410214/2020	EPI_ISL_737503	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358099	Switzerland/SO-ETHZ-410236/2020	EPI_ISL_737557	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358100	Switzerland/SO-ETHZ-410237/2020	EPI_ISL_737795	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358101	Switzerland/SO-ETHZ-410281/2020	EPI_ISL_737624	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358102	Switzerland/SO-ETHZ-410282/2020	EPI_ISL_737558	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358103	Switzerland/SO-ETHZ-410283/2020	EPI_ISL_737504	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358104	Switzerland/SO-ETHZ-410284/2020	EPI_ISL_737495	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358105	Switzerland/SO-ETHZ-410286/2020	EPI_ISL_737511	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358106	Switzerland/SO-ETHZ-410287/2020	EPI_ISL_737491	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358107	Switzerland/SO-ETHZ-410289/2020	EPI_ISL_737486	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358108	Switzerland/SO-ETHZ-410290/2020	EPI_ISL_737796	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358109	Switzerland/SO-ETHZ-410291/2020	EPI_ISL_737441	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358110	Switzerland/SO-ETHZ-410293/2020	EPI_ISL_737475	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358111	Switzerland/SO-ETHZ-410296/2020	EPI_ISL_737616	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358112	Switzerland/SO-ETHZ-410302/2020	EPI_ISL_737797	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358113	Switzerland/SO-ETHZ-410304/2020	EPI_ISL_737559	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358114	Switzerland/SO-ETHZ-410336/2020	EPI_ISL_737625	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358115	Switzerland/SO-ETHZ-410337/2020	EPI_ISL_737411	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358116	Switzerland/SO-ETHZ-410338/2020	EPI_ISL_737798	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358117	Switzerland/SO-ETHZ-410340/2020	EPI_ISL_737398	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358118	Switzerland/SO-ETHZ-410341/2020	EPI_ISL_737560	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358119	Switzerland/SO-ETHZ-410343/2020	EPI_ISL_737613	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358120	Switzerland/SO-ETHZ-410344/2020	EPI_ISL_737440	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358121	Switzerland/SO-ETHZ-410345/2020	EPI_ISL_737799	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358122	Switzerland/SO-ETHZ-410346/2020	EPI_ISL_737591	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358123	Switzerland/SO-ETHZ-410347/2020	EPI_ISL_737464	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358124	Switzerland/SO-ETHZ-410741/2020	EPI_ISL_737528	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358125	Switzerland/SO-ETHZ-410742/2020	EPI_ISL_737592	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358126	Switzerland/SO-ETHZ-410743/2020	EPI_ISL_737404	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358127	Switzerland/SO-ETHZ-410744/2020	EPI_ISL_737800	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358128	Switzerland/SO-ETHZ-410745/2020	EPI_ISL_737487	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358129	Switzerland/SO-ETHZ-410746/2020	EPI_ISL_737801	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358130	Switzerland/SO-ETHZ-410749/2020	EPI_ISL_737438	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358131	Switzerland/SO-ETHZ-410750/2020	EPI_ISL_737410	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358132	Switzerland/SO-ETHZ-410751/2020	EPI_ISL_737465	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358133	Switzerland/SO-ETHZ-410752/2020	EPI_ISL_737540	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358134	Switzerland/SO-ETHZ-410753/2020	EPI_ISL_737420	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358135	Switzerland/SO-ETHZ-410754/2020	EPI_ISL_737621	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358136	Switzerland/SO-ETHZ-410755/2020	EPI_ISL_737577	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358137	Switzerland/SO-ETHZ-410756/2020	EPI_ISL_737444	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358138	Switzerland/SO-ETHZ-410758/2020	EPI_ISL_737426	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358139	Switzerland/SO-ETHZ-410759/2020	EPI_ISL_737427	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358140	Switzerland/SO-ETHZ-410819/2020	EPI_ISL_737580	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358141	Switzerland/SO-ETHZ-410820/2020	EPI_ISL_737542	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358142	Switzerland/SO-ETHZ-410828/2020	EPI_ISL_737802	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358143	Switzerland/SO-ETHZ-410829/2020	EPI_ISL_737803	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358144	Switzerland/SO-ETHZ-410831/2020	EPI_ISL_737804	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358145	Switzerland/SO-ETHZ-410832/2020	EPI_ISL_737597	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358146	Switzerland/SO-ETHZ-410834/2020	EPI_ISL_737588	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358147	Switzerland/SO-ETHZ-410835/2020	EPI_ISL_737622	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
