	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
287955	Netherlands/NB-EMC-387/2020	EPI_ISL_722592	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287956	Netherlands/NB-EMC-388/2020	EPI_ISL_722310	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287980	Netherlands/NB-EMC-414/2020	EPI_ISL_722679	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287981	Netherlands/NB-EMC-415/2020	EPI_ISL_722733	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287982	Netherlands/NB-EMC-416/2020	EPI_ISL_722291	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287983	Netherlands/NB-EMC-417/2020	EPI_ISL_722312	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287984	Netherlands/NB-EMC-418/2020	EPI_ISL_722280	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287985	Netherlands/NB-EMC-419/2020	EPI_ISL_722609	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287986	Netherlands/NB-EMC-420/2020	EPI_ISL_722614	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287987	Netherlands/NB-EMC-421/2020	EPI_ISL_722622	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287988	Netherlands/NB-EMC-422/2020	EPI_ISL_722747	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287989	Netherlands/NB-EMC-423/2020	EPI_ISL_722615	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287990	Netherlands/NB-EMC-424/2020	EPI_ISL_722616	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287991	Netherlands/NB-EMC-425/2020	EPI_ISL_722610	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287992	Netherlands/NB-EMC-426/2020	EPI_ISL_722623	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287993	Netherlands/NB-EMC-427/2020	EPI_ISL_722651	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287994	Netherlands/NB-EMC-428/2020	EPI_ISL_722645	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287995	Netherlands/NB-EMC-429/2020	EPI_ISL_722624	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287996	Netherlands/NB-EMC-430/2020	EPI_ISL_722276	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287997	Netherlands/NB-EMC-431/2020	EPI_ISL_722378	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287998	Netherlands/NB-EMC-432/2020	EPI_ISL_722314	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
287999	Netherlands/NB-EMC-433/2020	EPI_ISL_722751	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288000	Netherlands/NB-EMC-434/2020	EPI_ISL_722401	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288001	Netherlands/NB-EMC-435/2020	EPI_ISL_722333	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288002	Netherlands/NB-EMC-436/2020	EPI_ISL_722637	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288003	Netherlands/NB-EMC-437/2020	EPI_ISL_722392	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288004	Netherlands/NB-EMC-438/2020	EPI_ISL_722350	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288005	Netherlands/NB-EMC-439/2020	EPI_ISL_722391	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288006	Netherlands/NB-EMC-440/2020	EPI_ISL_722668	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288007	Netherlands/NB-EMC-441/2020	EPI_ISL_722393	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288008	Netherlands/NB-EMC-442/2020	EPI_ISL_722682	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288009	Netherlands/NB-EMC-443/2020	EPI_ISL_722351	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288010	Netherlands/NB-EMC-444/2020	EPI_ISL_722687	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288011	Netherlands/NB-EMC-445/2020	EPI_ISL_722329	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288012	Netherlands/NB-EMC-446/2020	EPI_ISL_722689	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288013	Netherlands/NB-EMC-447/2020	EPI_ISL_722694	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288014	Netherlands/NB-EMC-448/2020	EPI_ISL_722352	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288015	Netherlands/NB-EMC-449/2020	EPI_ISL_722394	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288016	Netherlands/NB-EMC-450/2020	EPI_ISL_722713	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288017	Netherlands/NB-EMC-451/2020	EPI_ISL_722801	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288018	Netherlands/NB-EMC-452/2020	EPI_ISL_722802	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288019	Netherlands/NB-EMC-454/2020	EPI_ISL_722803	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288020	Netherlands/NB-EMC-455/2020	EPI_ISL_722804	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288021	Netherlands/NB-EMC-456/2020	EPI_ISL_722805	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288022	Netherlands/NB-EMC-457/2020	EPI_ISL_722806	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288023	Netherlands/NB-EMC-458/2020	EPI_ISL_722807	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288024	Netherlands/NB-EMC-459/2020	EPI_ISL_722808	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288025	Netherlands/NB-EMC-460/2020	EPI_ISL_722809	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288026	Netherlands/NB-EMC-461/2020	EPI_ISL_722387	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288027	Netherlands/NB-EMC-462/2020	EPI_ISL_722354	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288028	Netherlands/NB-EMC-463/2020	EPI_ISL_722810	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288029	Netherlands/NB-EMC-464/2020	EPI_ISL_722811	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288030	Netherlands/NB-EMC-466/2020	EPI_ISL_722332	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288031	Netherlands/NB-EMC-467/2020	EPI_ISL_722812	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288032	Netherlands/NB-EMC-468/2020	EPI_ISL_722813	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288033	Netherlands/NB-EMC-469/2020	EPI_ISL_722814	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288034	Netherlands/NB-EMC-470/2020	EPI_ISL_722367	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288035	Netherlands/NB-EMC-471/2020	EPI_ISL_722529	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288036	Netherlands/NB-EMC-472/2020	EPI_ISL_763130	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288037	Netherlands/NB-EMC-473/2020	EPI_ISL_763131	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288038	Netherlands/NB-EMC-474/2020	EPI_ISL_763132	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288039	Netherlands/NB-EMC-475/2020	EPI_ISL_763133	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288040	Netherlands/NB-EMC-476/2020	EPI_ISL_763134	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288041	Netherlands/NB-EMC-477/2020	EPI_ISL_763135	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288042	Netherlands/NB-EMC-478/2020	EPI_ISL_763136	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288043	Netherlands/NB-EMC-479/2020	EPI_ISL_763137	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288044	Netherlands/NB-EMC-480/2020	EPI_ISL_763139	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288045	Netherlands/NB-EMC-481/2020	EPI_ISL_763140	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288046	Netherlands/NB-EMC-482/2020	EPI_ISL_763141	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288047	Netherlands/NB-EMC-483/2020	EPI_ISL_763142	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288048	Netherlands/NB-EMC-484/2020	EPI_ISL_763143	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288049	Netherlands/NB-EMC-485/2020	EPI_ISL_763144	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288050	Netherlands/NB-EMC-486/2020	EPI_ISL_763145	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288051	Netherlands/NB-EMC-487/2020	EPI_ISL_763146	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288052	Netherlands/NB-EMC-488/2020	EPI_ISL_763147	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288053	Netherlands/NB-EMC-489/2020	EPI_ISL_763148	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288054	Netherlands/NB-EMC-490/2020	EPI_ISL_763149	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288067	Netherlands/NB-EMC-512/2020	EPI_ISL_904283	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288068	Netherlands/NB-EMC-513/2020	EPI_ISL_904285	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288069	Netherlands/NB-EMC-514/2020	EPI_ISL_904291	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288070	Netherlands/NB-EMC-515/2020	EPI_ISL_904298	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288071	Netherlands/NB-EMC-516/2020	EPI_ISL_904284	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288072	Netherlands/NB-EMC-517/2020	EPI_ISL_904292	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288073	Netherlands/NB-EMC-518/2020	EPI_ISL_904279	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288074	Netherlands/NB-EMC-519/2020	EPI_ISL_904182	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288075	Netherlands/NB-EMC-520/2020	EPI_ISL_904286	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288076	Netherlands/NB-EMC-521/2020	EPI_ISL_904189	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288077	Netherlands/NB-EMC-522/2020	EPI_ISL_904293	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288078	Netherlands/NB-EMC-523/2020	EPI_ISL_904294	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288079	Netherlands/NB-EMC-524/2020	EPI_ISL_904289	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288080	Netherlands/NB-EMC-525/2020	EPI_ISL_904243	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288081	Netherlands/NB-EMC-526/2020	EPI_ISL_904295	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288082	Netherlands/NB-EMC-527/2020	EPI_ISL_904278	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288083	Netherlands/NB-EMC-528/2020	EPI_ISL_904290	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288084	Netherlands/NB-EMC-529/2020	EPI_ISL_904300	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288085	Netherlands/NB-EMC-530/2021	EPI_ISL_904550	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288086	Netherlands/NB-EMC-531/2021	EPI_ISL_904191	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288087	Netherlands/NB-EMC-532/2021	EPI_ISL_904192	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288088	Netherlands/NB-EMC-533/2020	EPI_ISL_904153	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288089	Netherlands/NB-EMC-534/2021	EPI_ISL_904529	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288090	Netherlands/NB-EMC-535/2020	EPI_ISL_904190	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288091	Netherlands/NB-EMC-536/2020	EPI_ISL_904429	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288092	Netherlands/NB-EMC-537/2021	EPI_ISL_904531	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288093	Netherlands/NB-EMC-538/2020	EPI_ISL_904494	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288094	Netherlands/NB-EMC-539/2020	EPI_ISL_904515	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288095	Netherlands/NB-EMC-540/2020	EPI_ISL_904490	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288096	Netherlands/NB-EMC-541/2020	EPI_ISL_904244	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288097	Netherlands/NB-EMC-542/2020	EPI_ISL_904242	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288098	Netherlands/NB-EMC-543/2020	EPI_ISL_904168	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288099	Netherlands/NB-EMC-544/2021	EPI_ISL_904149	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288100	Netherlands/NB-EMC-546/2020	EPI_ISL_904522	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288101	Netherlands/NB-EMC-547/2020	EPI_ISL_904516	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288102	Netherlands/NB-EMC-548/2020	EPI_ISL_904199	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288103	Netherlands/NB-EMC-549/2020	EPI_ISL_904517	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288104	Netherlands/NB-EMC-550/2020	EPI_ISL_904196	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288105	Netherlands/NB-EMC-551/2020	EPI_ISL_904518	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288106	Netherlands/NB-EMC-552/2020	EPI_ISL_904523	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288107	Netherlands/NB-EMC-553/2020	EPI_ISL_904470	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288108	Netherlands/NB-EMC-554/2020	EPI_ISL_904474	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288109	Netherlands/NB-EMC-555/2020	EPI_ISL_904167	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288110	Netherlands/NB-EMC-556/2020	EPI_ISL_904475	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288111	Netherlands/NB-EMC-557/2020	EPI_ISL_904476	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288112	Netherlands/NB-EMC-558/2020	EPI_ISL_904477	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288113	Netherlands/NB-EMC-559/2020	EPI_ISL_904478	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288114	Netherlands/NB-EMC-560/2020	EPI_ISL_904488	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288115	Netherlands/NB-EMC-561/2020	EPI_ISL_904613	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288116	Netherlands/NB-EMC-562/2020	EPI_ISL_904612	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288117	Netherlands/NB-EMC-563/2020	EPI_ISL_904614	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288118	Netherlands/NB-EMC-564/2020	EPI_ISL_904225	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288119	Netherlands/NB-EMC-565/2020	EPI_ISL_904615	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288120	Netherlands/NB-EMC-566/2020	EPI_ISL_904616	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288121	Netherlands/NB-EMC-567/2020	EPI_ISL_904617	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288122	Netherlands/NB-EMC-568/2020	EPI_ISL_904315	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288123	Netherlands/NB-EMC-569/2020	EPI_ISL_904618	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288124	Netherlands/NB-EMC-570/2020	EPI_ISL_904619	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288125	Netherlands/NB-EMC-571/2020	EPI_ISL_904620	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288126	Netherlands/NB-EMC-572/2020	EPI_ISL_904170	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288127	Netherlands/NB-EMC-573/2020	EPI_ISL_904621	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288128	Netherlands/NB-EMC-574/2020	EPI_ISL_904622	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288129	Netherlands/NB-EMC-575/2020	EPI_ISL_904623	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288130	Netherlands/NB-EMC-576/2021	EPI_ISL_904536	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288140	Netherlands/NB-EMC-586/2020	EPI_ISL_904489	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288141	Netherlands/NB-EMC-587/2020	EPI_ISL_904492	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288142	Netherlands/NB-EMC-588/2020	EPI_ISL_904493	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288143	Netherlands/NB-EMC-589/2020	EPI_ISL_904498	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288144	Netherlands/NB-EMC-590/2020	EPI_ISL_904302	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288145	Netherlands/NB-EMC-591/2020	EPI_ISL_904435	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288146	Netherlands/NB-EMC-592/2020	EPI_ISL_904431	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288147	Netherlands/NB-EMC-593/2020	EPI_ISL_904442	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
288148	Netherlands/NB-EMC-594/2020	EPI_ISL_904136	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
